reconstruction_error,is_anomaly_95,is_anomaly_99,is_anomaly_std
0.003344558,False,False,False
0.011395595,False,False,False
0.005520345,False,False,False
0.009572459,False,False,False
0.009180836,False,False,False
0.0102143455,False,False,False
0.0098846145,False,False,False
0.010009541,False,False,False
0.0056795985,False,False,False
0.0031601682,False,False,False
0.0050527444,False,False,False
0.019097682,False,False,False
0.010289738,False,False,False
0.0097413445,False,False,False
0.011184827,False,False,False
0.03359233,False,False,False
0.016106974,False,False,False
0.0015692415,False,False,False
0.013117352,False,False,False
0.003252209,False,False,False
0.009351964,False,False,False
0.0185902,False,False,False
0.005523607,False,False,False
0.014448424,False,False,False
0.0037427393,False,False,False
0.009836392,False,False,False
0.008841474,False,False,False
0.01875484,False,False,False
0.008802412,False,False,False
0.013254479,False,False,False
0.009072647,False,False,False
0.0032727353,False,False,False
0.00358669,False,False,False
0.070781834,False,False,False
0.0076006623,False,False,False
0.0074708485,False,False,False
0.0030540677,False,False,False
0.048615053,False,False,False
0.006241863,False,False,False
0.011809407,False,False,False
0.0050911633,False,False,False
0.005694874,False,False,False
0.0044646766,False,False,False
0.09623781,True,False,False
0.0062395777,False,False,False
0.0043161316,False,False,False
0.003523585,False,False,False
0.007608465,False,False,False
0.017650701,False,False,False
0.00867336,False,False,False
0.0052992497,False,False,False
0.012087714,False,False,False
0.009816573,False,False,False
0.009956033,False,False,False
0.061489083,False,False,False
0.013496928,False,False,False
0.0034258878,False,False,False
0.009381264,False,False,False
0.0006501544,False,False,False
0.0046237013,False,False,False
0.013678343,False,False,False
0.003946917,False,False,False
0.0026191243,False,False,False
0.018122062,False,False,False
0.0052364175,False,False,False
0.010544644,False,False,False
0.0025853617,False,False,False
0.0036408743,False,False,False
0.0058432138,False,False,False
0.0036467426,False,False,False
0.0027297377,False,False,False
0.04934412,False,False,False
0.09766363,True,False,False
0.003956131,False,False,False
0.0058054375,False,False,False
0.10712597,True,False,False
0.0069207842,False,False,False
0.007581403,False,False,False
0.015895631,False,False,False
0.029571267,False,False,False
0.012199993,False,False,False
0.036461025,False,False,False
0.0120612215,False,False,False
0.011540339,False,False,False
0.009745456,False,False,False
0.014104303,False,False,False
0.012464008,False,False,False
0.0071283774,False,False,False
0.010038948,False,False,False
0.008041342,False,False,False
0.0006501544,False,False,False
0.0065039536,False,False,False
0.012551408,False,False,False
0.009779072,False,False,False
0.005565776,False,False,False
0.07662779,False,False,False
0.008746549,False,False,False
0.0035056185,False,False,False
0.010385312,False,False,False
0.0043328046,False,False,False
0.009827345,False,False,False
0.01653864,False,False,False
0.0031309987,False,False,False
0.0045435624,False,False,False
0.01030999,False,False,False
0.011899419,False,False,False
0.011190631,False,False,False
0.033930246,False,False,False
0.0845429,True,False,False
0.006679239,False,False,False
0.009195136,False,False,False
0.0030421342,False,False,False
0.004820609,False,False,False
0.0047795917,False,False,False
0.007278613,False,False,False
0.0050932644,False,False,False
0.056238,False,False,False
0.016601142,False,False,False
0.0336377,False,False,False
0.0063585816,False,False,False
0.024696067,False,False,False
0.007055288,False,False,False
0.005043523,False,False,False
0.008410903,False,False,False
0.026542826,False,False,False
0.020508148,False,False,False
0.008493859,False,False,False
0.03316321,False,False,False
0.00874267,False,False,False
0.015773468,False,False,False
0.004611891,False,False,False
0.019193262,False,False,False
0.005959449,False,False,False
0.00452924,False,False,False
0.026275525,False,False,False
0.007452527,False,False,False
0.010461967,False,False,False
0.012963428,False,False,False
0.004996566,False,False,False
0.004709188,False,False,False
0.0062428736,False,False,False
0.0049596704,False,False,False
0.0839209,True,False,False
0.022912879,False,False,False
0.0058000577,False,False,False
0.023436282,False,False,False
0.015358225,False,False,False
0.006746862,False,False,False
0.004611441,False,False,False
0.005799772,False,False,False
0.007534852,False,False,False
0.0033217892,False,False,False
0.008363989,False,False,False
0.0024558948,False,False,False
0.0030808344,False,False,False
0.00637312,False,False,False
0.019673834,False,False,False
0.019022143,False,False,False
0.08689326,True,False,False
0.05704768,False,False,False
0.00436551,False,False,False
0.011828118,False,False,False
0.009503786,False,False,False
0.05559081,False,False,False
0.048770625,False,False,False
0.010463693,False,False,False
0.011672911,False,False,False
0.00578168,False,False,False
0.008161988,False,False,False
0.0006501544,False,False,False
0.009561958,False,False,False
0.0024539055,False,False,False
0.008806273,False,False,False
0.0084827,False,False,False
0.089258984,True,False,False
0.013741044,False,False,False
0.018948393,False,False,False
0.005546762,False,False,False
0.0023999487,False,False,False
0.0006501544,False,False,False
0.0039836704,False,False,False
0.002557516,False,False,False
0.04256513,False,False,False
0.0022238384,False,False,False
0.01128393,False,False,False
0.0057488396,False,False,False
0.0067588366,False,False,False
0.004256479,False,False,False
0.003397178,False,False,False
0.010010417,False,False,False
0.016872577,False,False,False
0.007055288,False,False,False
0.00431237,False,False,False
0.01919454,False,False,False
0.0032120908,False,False,False
0.0059472285,False,False,False
0.0112587325,False,False,False
0.01188022,False,False,False
0.08936082,True,False,False
0.009070189,False,False,False
0.010004756,False,False,False
0.010104206,False,False,False
0.004159982,False,False,False
0.0036791163,False,False,False
0.005928013,False,False,False
0.08711913,True,False,False
0.0044494052,False,False,False
0.0072640246,False,False,False
0.010177744,False,False,False
0.02467013,False,False,False
0.06450649,False,False,False
0.04926631,False,False,False
0.05576563,False,False,False
0.010859254,False,False,False
0.004298587,False,False,False
0.03212219,False,False,False
0.010091777,False,False,False
0.40375307,True,True,True
0.005557751,False,False,False
0.0045065116,False,False,False
0.0075924066,False,False,False
0.008281447,False,False,False
0.005853024,False,False,False
0.009024556,False,False,False
0.004103508,False,False,False
0.0071091773,False,False,False
0.0035182806,False,False,False
0.004258538,False,False,False
0.041146666,False,False,False
0.010043317,False,False,False
0.01838573,False,False,False
0.033972576,False,False,False
0.0039818846,False,False,False
0.020019773,False,False,False
0.033184774,False,False,False
0.00221001,False,False,False
0.00898706,False,False,False
0.0031240934,False,False,False
0.004270873,False,False,False
0.0040117623,False,False,False
0.009934072,False,False,False
0.01739974,False,False,False
0.005357974,False,False,False
0.03150621,False,False,False
0.0070773237,False,False,False
0.027811816,False,False,False
0.01297121,False,False,False
0.0080293715,False,False,False
0.008329117,False,False,False
0.005943472,False,False,False
0.010123474,False,False,False
0.009432411,False,False,False
0.0033161482,False,False,False
0.011222213,False,False,False
0.0049657286,False,False,False
0.0074968855,False,False,False
0.031774297,False,False,False
0.006508589,False,False,False
0.00798687,False,False,False
0.0050748643,False,False,False
0.009847267,False,False,False
0.021928852,False,False,False
0.0023725491,False,False,False
0.004339169,False,False,False
0.29035363,True,True,True
0.0029136478,False,False,False
0.27037308,True,True,False
0.005710155,False,False,False
0.121803835,True,False,False
0.02292847,False,False,False
0.0019111395,False,False,False
0.0063903276,False,False,False
0.062222846,False,False,False
0.040802617,False,False,False
0.006033393,False,False,False
0.019001706,False,False,False
0.03359233,False,False,False
0.0006501544,False,False,False
0.0051108096,False,False,False
0.0450796,False,False,False
0.011141322,False,False,False
0.012671385,False,False,False
0.054501798,False,False,False
0.0075255428,False,False,False
0.020865906,False,False,False
0.008405168,False,False,False
0.009216292,False,False,False
0.009872603,False,False,False
0.0066740485,False,False,False
0.08534183,True,False,False
0.0034355554,False,False,False
0.008612032,False,False,False
0.0054767607,False,False,False
0.0147019075,False,False,False
0.0064888652,False,False,False
0.075942665,False,False,False
0.029676633,False,False,False
0.023829997,False,False,False
0.018790841,False,False,False
0.0035291177,False,False,False
0.030373245,False,False,False
0.014631069,False,False,False
0.0006501544,False,False,False
0.011156694,False,False,False
0.0006501544,False,False,False
0.0073939855,False,False,False
0.005779151,False,False,False
0.004325289,False,False,False
0.00783948,False,False,False
0.033615593,False,False,False
0.009830689,False,False,False
0.004798922,False,False,False
0.0064462787,False,False,False
0.006465041,False,False,False
0.0048446776,False,False,False
0.022318566,False,False,False
0.004692381,False,False,False
0.005206729,False,False,False
0.005180282,False,False,False
0.0006501544,False,False,False
0.006767559,False,False,False
0.09067312,True,False,False
0.00786704,False,False,False
0.0006501544,False,False,False
0.015837388,False,False,False
0.0073686494,False,False,False
0.006911789,False,False,False
0.0080813365,False,False,False
0.0042427746,False,False,False
0.0047634877,False,False,False
0.007633467,False,False,False
0.026107427,False,False,False
0.0060430393,False,False,False
0.010383294,False,False,False
0.007152811,False,False,False
0.042363096,False,False,False
0.004055243,False,False,False
0.005835887,False,False,False
0.03599736,False,False,False
0.031378727,False,False,False
0.0006501544,False,False,False
0.014105079,False,False,False
0.004115466,False,False,False
0.023949683,False,False,False
0.02490134,False,False,False
0.0045334897,False,False,False
0.0062278216,False,False,False
0.0058439695,False,False,False
0.02384546,False,False,False
0.0023432,False,False,False
0.0069427253,False,False,False
0.009991066,False,False,False
0.010085069,False,False,False
0.019589012,False,False,False
0.003668405,False,False,False
0.038915038,False,False,False
0.026963057,False,False,False
0.00556087,False,False,False
0.0006501544,False,False,False
0.013037809,False,False,False
0.011063431,False,False,False
0.021277305,False,False,False
0.012509942,False,False,False
0.0059710336,False,False,False
0.0006501544,False,False,False
0.049082402,False,False,False
0.051913794,False,False,False
0.054842625,False,False,False
0.002760819,False,False,False
0.006656787,False,False,False
0.00810837,False,False,False
0.040941875,False,False,False
0.0027379727,False,False,False
0.008985392,False,False,False
0.034091793,False,False,False
0.005093341,False,False,False
0.008693212,False,False,False
0.19761641,True,True,False
0.015826534,False,False,False
0.007046433,False,False,False
0.00621029,False,False,False
0.009451124,False,False,False
0.010331882,False,False,False
0.016189843,False,False,False
0.006312746,False,False,False
0.010935181,False,False,False
0.0037745612,False,False,False
0.043957308,False,False,False
0.021022368,False,False,False
0.012684734,False,False,False
0.014448832,False,False,False
0.0055047153,False,False,False
0.0068039135,False,False,False
0.0006501544,False,False,False
0.011321756,False,False,False
0.84261006,True,True,True
0.007055288,False,False,False
0.005449838,False,False,False
0.016239,False,False,False
0.011111522,False,False,False
0.007534852,False,False,False
0.0023884713,False,False,False
0.004055535,False,False,False
0.008470568,False,False,False
0.0035597046,False,False,False
0.003398837,False,False,False
0.00498446,False,False,False
0.005651091,False,False,False
0.017246665,False,False,False
0.005488831,False,False,False
0.11887409,True,False,False
0.009441964,False,False,False
0.0112250205,False,False,False
0.019193262,False,False,False
0.006076925,False,False,False
0.00836638,False,False,False
0.005157651,False,False,False
0.00826945,False,False,False
0.007889851,False,False,False
0.010609786,False,False,False
0.0064812168,False,False,False
0.004411866,False,False,False
0.097731926,True,False,False
0.051407114,False,False,False
0.015187759,False,False,False
0.010139417,False,False,False
0.013175103,False,False,False
0.010786974,False,False,False
0.08147775,True,False,False
0.0024549898,False,False,False
0.019688357,False,False,False
0.028887572,False,False,False
0.055007055,False,False,False
0.003560805,False,False,False
0.01597961,False,False,False
0.010006322,False,False,False
0.015451277,False,False,False
0.012409976,False,False,False
0.020560704,False,False,False
0.0055166115,False,False,False
0.008825878,False,False,False
0.004357456,False,False,False
0.008451463,False,False,False
0.0006501544,False,False,False
0.01082628,False,False,False
0.0805431,True,False,False
0.011314432,False,False,False
0.02452471,False,False,False
0.0066777845,False,False,False
0.004259541,False,False,False
0.012878499,False,False,False
0.0046237013,False,False,False
0.009632033,False,False,False
0.065254726,False,False,False
0.00806119,False,False,False
0.07574947,False,False,False
0.0031275013,False,False,False
0.004750751,False,False,False
0.025573108,False,False,False
0.0043696533,False,False,False
0.008731636,False,False,False
0.016840437,False,False,False
0.0006501544,False,False,False
0.0066877687,False,False,False
0.068591245,False,False,False
0.009662466,False,False,False
0.010073237,False,False,False
0.01446834,False,False,False
0.026528802,False,False,False
0.00553995,False,False,False
0.0006501544,False,False,False
0.18225688,True,True,False
0.0046460605,False,False,False
0.006155104,False,False,False
0.005869489,False,False,False
0.0063211448,False,False,False
0.029719807,False,False,False
0.0038023163,False,False,False
0.0027989019,False,False,False
0.004111966,False,False,False
0.01612564,False,False,False
0.0075185904,False,False,False
0.009041263,False,False,False
0.020509215,False,False,False
0.11297222,True,False,False
0.03935905,False,False,False
0.023881584,False,False,False
0.017741637,False,False,False
0.0023042355,False,False,False
0.0035608592,False,False,False
0.0041972296,False,False,False
0.03422395,False,False,False
0.009846401,False,False,False
0.0056994325,False,False,False
0.038288496,False,False,False
0.013973965,False,False,False
0.0040248963,False,False,False
0.102832325,True,False,False
0.005651091,False,False,False
0.023687318,False,False,False
0.031802867,False,False,False
0.003903197,False,False,False
0.010144616,False,False,False
0.037786692,False,False,False
0.012357588,False,False,False
0.086136125,True,False,False
0.005794669,False,False,False
0.0067820325,False,False,False
0.0126512,False,False,False
0.0041965735,False,False,False
0.009525238,False,False,False
0.010203731,False,False,False
0.04195436,False,False,False
0.010372553,False,False,False
0.0055054957,False,False,False
0.026065353,False,False,False
0.010742432,False,False,False
0.00669208,False,False,False
0.008360988,False,False,False
0.006438692,False,False,False
0.01574748,False,False,False
0.0060144314,False,False,False
0.008273199,False,False,False
0.0062788436,False,False,False
0.00657721,False,False,False
0.006881894,False,False,False
0.02452471,False,False,False
0.0109861335,False,False,False
0.004079588,False,False,False
0.0050076563,False,False,False
0.056581832,False,False,False
0.05286726,False,False,False
0.006164095,False,False,False
0.0037317392,False,False,False
0.009985332,False,False,False
0.06982347,False,False,False
0.07909535,True,False,False
0.011989092,False,False,False
0.009736941,False,False,False
0.007854503,False,False,False
0.00918896,False,False,False
0.03870111,False,False,False
0.005703661,False,False,False
0.04678219,False,False,False
0.0062480248,False,False,False
0.060623515,False,False,False
0.005877709,False,False,False
0.009376422,False,False,False
0.002700294,False,False,False
0.0040425966,False,False,False
0.0072038826,False,False,False
0.01080605,False,False,False
0.012151296,False,False,False
0.0035976733,False,False,False
0.0028377306,False,False,False
0.006580758,False,False,False
0.05414834,False,False,False
0.022423485,False,False,False
0.13217215,True,False,False
0.0033875739,False,False,False
0.0053947587,False,False,False
0.010839583,False,False,False
0.004561784,False,False,False
0.008041324,False,False,False
0.004727811,False,False,False
0.004447569,False,False,False
0.011714747,False,False,False
0.042282954,False,False,False
0.008081178,False,False,False
0.003609862,False,False,False
0.006803822,False,False,False
0.009561194,False,False,False
0.020912252,False,False,False
0.0068808105,False,False,False
0.0036420648,False,False,False
0.007650538,False,False,False
0.02324909,False,False,False
0.047284827,False,False,False
0.20624454,True,True,False
0.016908644,False,False,False
0.0053664153,False,False,False
0.0006501544,False,False,False
0.0047011813,False,False,False
0.024113588,False,False,False
0.005850806,False,False,False
0.00784633,False,False,False
0.012988786,False,False,False
0.01812095,False,False,False
0.028262716,False,False,False
0.0039870283,False,False,False
0.019686326,False,False,False
0.00375558,False,False,False
0.21542057,True,True,False
0.0043711923,False,False,False
0.004657313,False,False,False
0.004633529,False,False,False
0.005420347,False,False,False
0.005572988,False,False,False
0.04192504,False,False,False
0.00538037,False,False,False
0.006483029,False,False,False
0.071744025,False,False,False
0.010853358,False,False,False
0.034280177,False,False,False
0.0041408828,False,False,False
0.0047997124,False,False,False
0.012698447,False,False,False
0.011302352,False,False,False
0.0046188356,False,False,False
0.014267497,False,False,False
0.017634338,False,False,False
0.0047134943,False,False,False
0.0006501544,False,False,False
0.0006501544,False,False,False
0.011789339,False,False,False
0.007634947,False,False,False
0.030373245,False,False,False
0.006982137,False,False,False
0.004088233,False,False,False
0.008761029,False,False,False
0.015853662,False,False,False
0.03984813,False,False,False
0.009964999,False,False,False
0.010821186,False,False,False
0.0026106092,False,False,False
0.017200666,False,False,False
0.011099985,False,False,False
0.08826021,True,False,False
0.0006501544,False,False,False
0.020402564,False,False,False
0.010895932,False,False,False
0.006314013,False,False,False
0.002011453,False,False,False
0.03489978,False,False,False
0.018630337,False,False,False
0.0006501544,False,False,False
0.02951539,False,False,False
0.016811762,False,False,False
0.0029032014,False,False,False
0.061822128,False,False,False
0.003474339,False,False,False
0.014365678,False,False,False
0.010638716,False,False,False
0.010836381,False,False,False
0.037360404,False,False,False
0.0006501544,False,False,False
0.0021420135,False,False,False
0.014018159,False,False,False
0.006533284,False,False,False
0.0037427393,False,False,False
0.00836638,False,False,False
0.003586009,False,False,False
0.0023957088,False,False,False
0.0605271,False,False,False
0.08127118,True,False,False
0.0056841164,False,False,False
0.032979406,False,False,False
0.0025933324,False,False,False
0.024665246,False,False,False
0.020406567,False,False,False
0.16514881,True,True,False
0.008313266,False,False,False
0.00994018,False,False,False
0.027785223,False,False,False
0.004974246,False,False,False
0.02019948,False,False,False
0.006056341,False,False,False
0.0027048553,False,False,False
0.07444235,False,False,False
0.019022143,False,False,False
0.0119884545,False,False,False
0.009722946,False,False,False
0.0047517437,False,False,False
0.0050146473,False,False,False
0.006413806,False,False,False
0.0051443567,False,False,False
0.02101977,False,False,False
0.0047090105,False,False,False
0.022587236,False,False,False
0.008451463,False,False,False
0.01186383,False,False,False
0.007192487,False,False,False
0.0049445606,False,False,False
0.008970299,False,False,False
0.0041189482,False,False,False
0.1013377,True,False,False
0.0081195785,False,False,False
0.13209024,True,False,False
0.008315402,False,False,False
0.0066756923,False,False,False
0.0039963126,False,False,False
0.0092932,False,False,False
0.0115370555,False,False,False
0.19168854,True,True,False
0.0075348453,False,False,False
0.0054172096,False,False,False
0.040475532,False,False,False
0.0026707395,False,False,False
0.004621133,False,False,False
0.003510469,False,False,False
0.028045604,False,False,False
0.006373088,False,False,False
0.009622216,False,False,False
0.028712945,False,False,False
0.009810643,False,False,False
0.010852465,False,False,False
0.006231785,False,False,False
0.0043280865,False,False,False
0.011762086,False,False,False
0.004675416,False,False,False
0.011816516,False,False,False
0.005780261,False,False,False
0.004746181,False,False,False
0.008575546,False,False,False
0.0091050025,False,False,False
0.0023776777,False,False,False
0.014847908,False,False,False
0.038692564,False,False,False
0.01113856,False,False,False
0.07805296,True,False,False
0.059448633,False,False,False
0.02081877,False,False,False
0.0006501544,False,False,False
0.0070803952,False,False,False
0.003374015,False,False,False
0.017900214,False,False,False
0.021832395,False,False,False
0.004384479,False,False,False
0.0075266664,False,False,False
0.005509457,False,False,False
0.014378796,False,False,False
0.058947876,False,False,False
0.007899371,False,False,False
0.0044641728,False,False,False
0.008112378,False,False,False
0.0062806634,False,False,False
0.0034983126,False,False,False
0.0006501544,False,False,False
0.004539851,False,False,False
0.0050899377,False,False,False
0.036718734,False,False,False
0.005661947,False,False,False
0.016205944,False,False,False
0.0066445996,False,False,False
0.0067632445,False,False,False
0.0062806634,False,False,False
0.0040038675,False,False,False
0.007650538,False,False,False
0.0065888143,False,False,False
0.004035705,False,False,False
0.017629575,False,False,False
0.007921706,False,False,False
0.07192163,False,False,False
0.52759635,True,True,True
0.0033608496,False,False,False
0.014071398,False,False,False
0.0024910877,False,False,False
0.006658722,False,False,False
0.01592292,False,False,False
0.012087714,False,False,False
0.008214543,False,False,False
0.011914386,False,False,False
0.0103070345,False,False,False
0.0044547273,False,False,False
0.010402585,False,False,False
0.0034992208,False,False,False
0.03254486,False,False,False
0.019774644,False,False,False
0.0026106092,False,False,False
